0.1 0.998987578673 0.999999778213
0.2 0.995956455349 0.999999107161
0.3 0.990924959118 0.999997995867
0.4 0.983923331486 0.999996427062
0.5 0.974993274931 0.999994497821
0.6 0.964187338524 0.99999193324
0.7 0.951568157316 0.999989005169
0.8 0.937207565673 0.999985761326
0.9 0.921185607404 0.99998213088
1.0 0.903589467252 0.999977709232
1.1 0.8845123491 0.999977429283
1.2 0.864052326129 0.999972643285
1.3 0.842311187202 0.999974908279
1.4 0.819393302039 0.999969905243
1.5 0.795404525502 0.999968215502
1.6 0.770451158523 0.999963987858
1.7 0.744638980258 0.999958897162
1.8 0.718072362836 0.999958240152
1.9 0.690853476964 0.999952987176
2.0 0.663081593591 0.999947877284
2.1 0.634852484042 0.999944575883
2.2 0.606257918483 0.999938946554
2.3 0.577385260414 0.999936790117
2.4 0.548317153069 0.999930681451
2.5 0.519131292133 0.999926086367
2.6 0.489900278132 0.999920285175
2.7 0.460691541084 0.999912424308
2.8 0.431567329583 0.999907587682
2.9 0.402584756295 0.999901981744
3.0 0.373795891939 0.999894725752
3.1 0.345247900026 0.999888917946
3.2 0.31698320507 0.999882230371
3.3 0.289039687428 0.999873371035
3.4 0.261450898547 0.999866899101
3.5 0.234246290955 0.999856990902
3.6 0.207451458015 0.999851194633
3.7 0.181088379036 0.999842904697
3.8 0.155175666003 0.999834338305
3.9 0.129728808694 0.999825312246
4.0 0.104760415573 0.999817493033
4.1 0.0802804482653 0.999807967777
4.2 0.0562964479281 0.999798680003
4.3 0.0328137521915 0.999789570529
4.4 0.00983570170964 0.999781277467
4.5 0.0126361643377 0.999769710636
4.6 0.0346019241928 0.999760594178
4.7 0.0560631010993 0.999749138416
4.8 0.0770225025102 0.999739967503
4.9 0.0974840707764 0.999728407429
5.0 0.117452745047 0.999717847989
5.1 0.136934334019 0.999706263787
5.2 0.155935399102 0.999695043874
5.3 0.174463147523 0.999682997551
5.4 0.192525334838 0.999671189898
5.5 0.21013017633 0.999659300695
5.6 0.223273710427 0.999646561224
5.7 0.206391524612 0.999634278716
5.8 0.189682332864 0.999622274494
5.9 0.173150953784 0.999608651339
6.0 0.156801694242 0.999594720006
6.1 0.140638374009 0.999580537998
6.2 0.12466435005 0.999568027444
6.3 0.108882540424 0.999553773929
6.4 0.0932954476978 0.999540710048
6.5 0.0779051818219 0.999525812601
6.6 0.0627134824148 0.999510851164
6.7 0.0477217404067 0.999495287099
6.8 0.032931019014 0.999481946349
6.9 0.0183420740142 0.999466308738
7.0 0.00395537330153 0.999451110007
7.1 0.0102288842909 0.999434543061
7.2 0.0242107509117 0.999417977879
7.3 0.0379905123565 0.999402763659
7.4 0.0515686714794 0.999385535401
7.5 0.0649459323441 0.999369866446
7.6 0.0781231851072 0.999353323884
7.7 0.0911014916241 0.999336687865
7.8 0.103882071761 0.999318439183
7.9 0.116466290402 0.999302653105
8.0 0.105167204917 0.999284601194
8.1 0.0928666425038 0.999266314007
8.2 0.0806891048432 0.999249402205
8.3 0.0686354643628 0.999230030894
8.4 0.0567064558541 0.99921006641
8.5 0.0449026830069 0.999191850412
8.6 0.0332246247749 0.999173698365
8.7 0.0216726415682 0.999154777117
8.8 0.0102469812699 0.999133540924
8.9 0.00105221492659 0.999113284783
9.0 0.0122249068611 0.9990955245
9.1 0.0232711499316 0.999075953112
9.2 0.0341910898017 0.999054434465
9.3 0.0449849572901 0.999032626425
9.4 0.0556530634395 0.99901361057
9.5 0.0456472113101 0.998990632701
9.6 0.0351931153344 0.998971247574
9.7 0.0248397579316 0.998949905581
9.8 0.0145873336661 0.998926340457
9.9 0.00443596791812 0.998906515553
10.0 0.00561427984959 0.998883765167
