0.1 3.2339730305e-10
0.2 3.33437824217e-09
0.3 1.17374688475e-08
0.4 2.75450419784e-08
0.5 8.06460445588e-08
0.6 1.51003104684e-07
0.7 2.65477270752e-07
0.8 4.52218216279e-07
0.9 7.10244089473e-07
1.0 8.2831108043e-07
1.1 6.46497549359e-07
1.2 5.42038389738e-07
1.3 4.82722214252e-07
1.4 4.73505160617e-07
1.5 3.20883128717e-07
1.6 2.89239940534e-07
1.7 2.57522886859e-07
1.8 2.37512293474e-07
1.9 1.94530445299e-07
2.0 1.57315351818e-07
2.1 1.23522059091e-07
2.2 1.05565136699e-07
2.3 1.06680684278e-07
2.4 7.7912678758e-08
2.5 6.49200665844e-08
2.6 5.16002533194e-08
2.7 4.14017273924e-08
2.8 2.99230620779e-08
2.9 1.75054012806e-08
3.0 1.09898435803e-08
3.1 2.82230174616e-09
3.2 3.99730521782e-09
3.3 1.09545935731e-08
3.4 1.63982171965e-08
3.5 2.27561372326e-08
3.6 2.9274723724e-08
3.7 2.57137487643e-08
3.8 2.16456728273e-08
3.9 1.84738484841e-08
4.0 1.35528370847e-08
4.1 1.0087753245e-08
4.2 7.30829368393e-09
4.3 4.0377862228e-09
4.4 9.3588527294e-10
4.5 1.43082547829e-09
4.6 3.7213656698e-09
4.7 6.54416498593e-09
4.8 7.36365517329e-09
4.9 1.07665697238e-08
5.0 1.28527962374e-08
5.1 1.53641140177e-08
5.2 1.31798331731e-08
5.3 1.19333897322e-08
5.4 1.21595878327e-08
5.5 9.05050192734e-09
5.6 7.39754792022e-09
5.7 6.79898961131e-09
5.8 5.01723109405e-09
5.9 3.69360792919e-09
6.0 2.49706861328e-09
6.1 2.02662475611e-09
6.2 7.43816636645e-10
6.3 1.36646325967e-10
6.4 8.6716013328e-10
6.5 2.27300534251e-09
6.6 2.88203528678e-09
6.7 2.14962309243e-09
6.8 1.71188709541e-09
6.9 8.37232858543e-10
7.0 1.36210518352e-10
7.1 4.12029924531e-10
7.2 1.07074008673e-09
7.3 1.60612483008e-09
7.4 2.42215514436e-09
7.5 2.89094295897e-09
7.6 3.47831155e-09
7.7 4.10997527164e-09
7.8 3.90627855009e-09
7.9 4.09443281011e-09
8.0 3.40596934175e-09
8.1 3.15672715068e-09
8.2 2.45002564377e-09
8.3 1.99651105312e-09
8.4 1.66203438484e-09
8.5 1.36721032668e-09
8.6 9.49084798807e-10
8.7 6.22360607423e-10
8.8 2.63812258759e-10
8.9 3.72009586453e-11
9.0 3.22016221002e-10
9.1 6.08353447654e-10
9.2 6.41397124696e-10
9.3 3.51163890817e-10
9.4 5.95094731298e-11
9.5 1.70335185934e-10
9.6 3.55192126385e-10
9.7 4.34348396207e-10
9.8 3.02723989425e-10
9.9 7.15722063511e-11
