0.1 5.50444980156e-08
0.2 4.19447183457e-08
0.3 5.10425174053e-08
0.4 4.94811748445e-08
0.5 5.82419682484e-08
0.6 4.75716366328e-08
0.7 4.59561357019e-08
0.8 4.46666608873e-08
0.9 4.4952005674e-08
1.0 4.98036883109e-08
1.1 5.43315625673e-08
1.2 4.37263617999e-08
1.3 4.85264662099e-08
1.4 4.21237409885e-08
1.5 4.48502404261e-08
1.6 4.17093013704e-08
1.7 4.45423850633e-08
1.8 3.95621942957e-08
1.9 3.7969936254e-08
2.0 3.86371017391e-08
2.1 4.84025021978e-08
2.2 4.23658942905e-08
2.3 3.38991902786e-08
2.4 3.37072847088e-08
2.5 3.46215153627e-08
2.6 3.37191325551e-08
2.7 2.79794961372e-08
2.8 2.91324454688e-08
2.9 2.90260110643e-08
3.0 2.60987266939e-08
3.1 2.73886953121e-08
3.2 2.32071000765e-08
3.3 2.34482194781e-08
3.4 1.86954957466e-08
3.5 1.9783463791e-08
3.6 1.55876837365e-08
3.7 1.32041264072e-08
3.8 1.37424332373e-08
3.9 1.19056264801e-08
4.0 1.04149950535e-08
4.1 7.49389925376e-09
4.2 5.17466078469e-09
4.3 3.65464318724e-09
4.4 1.10225863266e-09
4.5 1.48468249141e-09
4.6 4.57868438375e-09
4.7 7.68292989995e-09
4.8 1.00505388374e-08
4.9 1.43159311192e-08
5.0 1.56415481023e-08
5.1 2.2451433594e-08
5.2 2.09219941773e-08
5.3 2.79569155058e-08
5.4 2.66281197137e-08
5.5 2.20206768948e-08
5.6 1.99156281242e-08
5.7 1.99445985873e-08
5.8 1.84562312954e-08
5.9 1.71688155392e-08
6.0 1.63137620054e-08
6.1 1.2157262508e-08
6.2 1.20435291496e-08
6.3 9.76885403689e-09
6.4 9.56496213984e-09
6.5 7.79856361676e-09
6.6 6.98805880528e-09
6.7 4.94988252956e-09
6.8 3.66073252116e-09
6.9 1.90197106569e-09
7.0 4.42679335818e-10
7.1 1.15113351725e-09
7.2 3.1246739018e-09
7.3 4.1991168766e-09
7.4 6.52377147672e-09
7.5 8.56539114697e-09
7.6 9.84161582528e-09
7.7 1.1792718831e-08
7.8 1.2398030899e-08
7.9 1.12682014914e-08
8.0 1.06510104348e-08
8.1 8.59363288147e-09
8.2 7.20119784742e-09
8.3 6.43061389622e-09
8.4 4.89771520766e-09
8.5 4.10784451296e-09
8.6 3.28715756732e-09
8.7 1.94038955821e-09
8.8 8.02230051529e-10
8.9 1.38816292291e-10
9.0 1.19728970385e-09
9.1 2.35674755183e-09
9.2 3.47232577716e-09
9.3 4.2496888053e-09
9.4 4.72152048028e-09
9.5 4.3727491202e-09
9.6 3.41177716268e-09
9.7 2.36195127074e-09
9.8 1.18930207544e-09
9.9 2.46279554957e-10
