1.64555259089 1.20166207391 1.39243186844 0.860477576875 0.991880731294 0.955474304292
0.236934289664 0.230090020233 0.32766561288 0.191222693544 0.232309192403 0.260698675936
0.236934289664 0.188340585579 0.179465616575 0.103757037739 0.0943655214127 0.0766226250698
0.0626162182408 0.0537670239709 0.0675666806237 0.0345397809341 0.0332706002966 0.0244083822162
0.0583013439519 0.0460169141617 0.0334416845592 0.0179920864259 0.0132261858348 0.00865755943447
0.0199681529808 0.0169166867268 0.015899270564 0.00691554135389 0.00544897630384 0.0032582030376
0.0199681529808 0.0131043418789 0.00829036985924 0.00378008828543 0.00240440643197 0.00130414337825
0.00762265261136 0.00563048269345 0.00431018218709 0.00164207087857 0.00107474559116 0.000536531647563
0.00737515121374 0.00431723853714 0.00235473052781 0.000895163947573 0.000495699846616 0.000224877133152
0.00303349350871 0.00204294634657 0.00129703134936 0.000413313461314 0.000232474806774 9.48582242507e-05
0.0030334935087 0.00153820625432 0.000729956073979 0.000231367516668 0.000109525778242 4.04916068761e-05
0.00129722958034 0.000769671078522 0.00041201036306 0.00011015996187 5.22322758846e-05 1.73660759824e-05
0.00128623460049 0.000571895251524 0.000236173654748 6.15862180796e-05 2.51122370549e-05 7.46549966193e-06
0.000569105165176 0.000297711290197 0.000134887536019 3.01637679756e-05 1.20687372773e-05 3.19093193688e-06
0.000569105165104 0.000221987684777 7.78912244455e-05 1.69459303198e-05 5.81787974487e-06 1.36230937031e-06
0.000258163691551 0.000118609505544 4.50213950176e-05 8.35052598916e-06 2.80256324585e-06 5.76715341233e-07
0.000255356002013 8.72155552179e-05 2.61737292215e-05 4.68932707664e-06 1.34883934216e-06 2.43956572641e-07
0.000117701254856 4.75452362155e-05 1.51931972931e-05 2.33390512869e-06 6.45830626787e-07 9.0532463179e-08
0.000117701254252 3.49211664636e-05 8.86568485575e-06 1.30341450195e-06 3.09536430866e-07 5.88311602041e-08
5.46998424324e-05 1.93153469139e-05 5.1491791196e-06 6.4758710473e-07 1.43954062629e-07 3.29114888482e-08
5.44849123118e-05 1.41298679867e-05 2.99375112753e-06 3.6098006829e-07 5.96912165466e-08 2.75886911793e-08
2.55291928325e-05 7.87138057883e-06 1.73946028869e-06 1.77269293442e-07 5.1245970871e-08 2.37099205152e-08
2.55291913408e-05 5.71919723363e-06 1.00989175728e-06 8.40593158987e-08 3.89515518396e-08 2.2593954159e-08
1.20389379358e-05 3.21738528682e-06 5.82773803296e-07 7.41585128289e-08 3.00333865975e-08 2.1408503179e-08
1.19688310001e-05 2.32789746336e-06 3.37821666924e-07 3.14995804706e-08 2.45202606005e-08 2.00504056085e-08
5.66207462092e-06 1.31522326449e-06 1.93490600036e-07 2.9897986631e-08 2.20349622807e-08 1.93557018792e-08
5.66206545241e-06 9.46389797183e-07 9.81762117651e-08 2.48288343639e-08 2.15534656201e-08 1.85203362572e-08
2.67493493209e-06 5.34273493128e-07 7.03412698405e-08 2.31566607369e-08 2.10385439583e-08 1.8222696346e-08
2.67431355033e-06 3.83761887232e-07 5.28272680305e-08 2.08219615709e-08 2.02290436566e-08 1.81341376322e-08
1.26336909242e-06 2.16918827904e-07 4.01441140626e-08 1.98562306505e-08 1.96894120418e-08 1.78904313561e-08
1.26332207979e-06 1.52001947563e-07 3.64170418227e-08 1.90946643274e-08 1.93547776394e-08 1.77008085255e-08
5.97838765422e-07 7.30729263132e-08 3.28911400167e-08 1.88784910213e-08 1.91132061949e-08 1.75523348306e-08
5.93998312641e-07 6.07897392223e-08 2.8588475474e-08 1.83304868108e-08 1.87772125963e-08 1.74896188428e-08
2.80428815881e-07 5.45396317456e-08 2.56652224101e-08 1.74954781997e-08 1.85234287997e-08 1.70201549456e-08
2.80198232653e-07 4.35281109327e-08 2.44604485903e-08 1.72274105319e-08 1.82499924725e-08 1.6570268956e-08
1.29784657768e-07 3.73610960753e-08 2.34622667997e-08 1.69122724149e-08 1.77367985943e-08 1.62072473736e-08
1.26763185784e-07 3.33971372132e-08 2.26328235948e-08 1.67267931941e-08 1.74908868963e-08 1.58539766764e-08
5.85665294756e-08 2.99278470345e-08 2.20640375974e-08 1.66742562926e-08 1.72507428622e-08 1.57740321684e-08
5.01734366026e-08 2.65458359016e-08 2.15993454914e-08 1.6535602701e-08 1.70333848368e-08 1.56973474975e-08
4.25444485903e-08 2.47614219739e-08 2.12324721772e-08 1.64201404222e-08 1.67164415222e-08 1.54106682692e-08
3.82348247658e-08 2.30855719109e-08 2.08007142608e-08 1.58578990553e-08 1.65222057891e-08 1.51717519401e-08
3.60519540443e-08 2.2148990354e-08 2.0414661205e-08 1.57121835229e-08 1.63635068107e-08 1.49279025745e-08
3.27693596002e-08 2.13219956105e-08 2.01781074429e-08 1.54502572711e-08 1.61711313395e-08 1.46620704421e-08
3.07081403235e-08 2.08720378942e-08 1.98583248321e-08 1.52314226536e-08 1.59380274413e-08 1.44589737595e-08
2.84749205249e-08 2.04100219389e-08 1.97142368996e-08 1.49337910335e-08 1.58144997692e-08 1.3997111323e-08
2.60986461072e-08 1.99539567496e-08 1.94802610224e-08 1.47756906348e-08 1.55220459641e-08 1.37698198248e-08
2.37364505454e-08 1.97909148578e-08 1.91444227914e-08 1.44522121164e-08 1.53562175659e-08 1.33529991713e-08
2.19416860768e-08 1.95165200544e-08 1.88283146101e-08 1.41023380659e-08 1.51420693419e-08 1.30500245833e-08
2.10354594455e-08 1.92920932853e-08 1.85171947261e-08 1.38695772801e-08 1.49590375125e-08 1.27666437174e-08
2.0259154398e-08 1.8997140976e-08 1.82577280161e-08 1.36475549281e-08 1.46017444003e-08 1.23505027911e-08
1.95444691631e-08 1.86852388501e-08 1.7944267741e-08 1.35569201583e-08 1.42392321811e-08 1.21906290113e-08
1.91020818591e-08 1.84836053007e-08 1.77804382084e-08 1.34249261576e-08 1.39718442867e-08 1.19253372762e-08
1.87311764062e-08 1.82393937062e-08 1.75379060939e-08 1.32567364696e-08 1.36481394202e-08 1.16239917266e-08
1.84170253539e-08 1.79248752693e-08 1.73297378998e-08 1.31088948621e-08 1.33197213718e-08 1.14050124985e-08
1.80673799196e-08 1.77146571041e-08 1.70561181703e-08 1.29358721385e-08 1.3062347906e-08 1.10505995052e-08
1.78538547807e-08 1.75442073003e-08 1.68929121419e-08 1.2801897647e-08 1.28714490715e-08 1.07619363309e-08
1.7483462199e-08 1.73334365459e-08 1.6742648228e-08 1.24523455287e-08 1.24324079204e-08 9.07522474686e-09
1.72508185926e-08 1.70442976674e-08 1.66073936665e-08 1.22588739684e-08 1.21351846461e-08 8.05289437387e-09
1.70555568735e-08 1.68889928384e-08 1.64343731646e-08 1.2154317293e-08 1.17966795933e-08 7.40226321906e-09
1.69227902534e-08 1.66992373205e-08 1.63105631362e-08 1.1828082376e-08 1.11641476667e-08 6.26112496029e-09
1.6740769757e-08 1.65859730797e-08 1.61533746834e-08 1.16450620744e-08 1.06882624148e-08 5.0263983526e-09
1.65286912807e-08 1.64291928237e-08 1.59974412252e-08 1.15220684851e-08 1.02503750424e-08 5.0263983526e-09
1.63773623226e-08 1.62942268777e-08 1.5822871218e-08 1.14019905963e-08 1.00595349953e-08 5.0263983526e-09
1.62273396502e-08 1.61869471486e-08 1.56376386984e-08 1.12327621285e-08 9.6270686402e-09 5.0263983526e-09
1.60867361052e-08 1.60533485477e-08 1.54945554183e-08 1.10287323487e-08 9.34320506159e-09 5.0263983526e-09
1.59648005698e-08 1.58839070768e-08 1.52967502843e-08 1.0824731935e-08 8.976411826e-09 5.0263983526e-09
1.57973127584e-08 1.57435696116e-08 1.51631680983e-08 1.04242345517e-08 8.48024520321e-09 5.0263983526e-09
1.56605725998e-08 1.5569359262e-08 1.49693773936e-08 1.0058063223e-08 8.05089429625e-09 5.0263983526e-09
1.54834511101e-08 1.54266380102e-08 1.48583442567e-08 9.93756071169e-09 7.85197798528e-09 5.0263983526e-09
1.53711525286e-08 1.52487970734e-08 1.46814103318e-08 9.85900680315e-09 7.21663949111e-09 5.0263983526e-09
1.52647843146e-08 1.51025240833e-08 1.45384625189e-08 9.62865894298e-09 5.96580227449e-09 5.0263983526e-09
1.51059610287e-08 1.49191923824e-08 1.43994021623e-08 9.28603362964e-09 5.96580227449e-09 5.0263983526e-09
1.49769864745e-08 1.47612886159e-08 1.42134539285e-08 9.00182472198e-09 5.96580227449e-09 5.0263983526e-09
1.48257027055e-08 1.46382444509e-08 1.40593274765e-08 8.82588391146e-09 5.96580227449e-09 5.0263983526e-09
1.46960540364e-08 1.45281118637e-08 1.38641870702e-08 8.48287020953e-09 5.96580227449e-09 5.0263983526e-09
1.46078667234e-08 1.43998375133e-08 1.3662337507e-08 8.23962800249e-09 5.96580227449e-09 5.0263983526e-09
1.45106800721e-08 1.4292429385e-08 1.34587212078e-08 7.89824498764e-09 5.96580227449e-09 5.0263983526e-09
1.44050122977e-08 1.4187007647e-08 1.32460247127e-08 7.2364094002e-09 5.96580227449e-09 5.0263983526e-09
1.429364517e-08 1.40653053715e-08 1.30417613541e-08 6.43003292835e-09 5.96580227449e-09 5.0263983526e-09
1.41362256721e-08 1.39201113934e-08 1.28868107895e-08 5.94590425038e-09 5.96580227449e-09 5.0263983526e-09
1.40418285525e-08 1.37816906582e-08 1.27167249727e-08 4.89319773418e-09 5.96580227449e-09 5.0263983526e-09
1.39635561152e-08 1.36035801041e-08 1.25124425586e-08 4.89319773418e-09 5.96580227449e-09 5.0263983526e-09
1.38566763846e-08 1.34996990579e-08 1.23711836997e-08 4.89319773418e-09 5.96580227449e-09 5.0263983526e-09
1.37759730456e-08 1.33734750596e-08 1.216337934e-08 4.89319773418e-09 5.96580227449e-09 5.0263983526e-09
1.37183681581e-08 1.32508088948e-08 1.186920327e-08 4.89319773418e-09 5.96580227449e-09 5.0263983526e-09
1.36353297757e-08 1.30973032409e-08 1.16773958124e-08 4.89319773418e-09 5.96580227449e-09 5.0263983526e-09
1.35735395707e-08 1.29369768037e-08 1.14446343642e-08 4.89319773418e-09 5.96580227449e-09 5.0263983526e-09
1.35046637036e-08 1.28354814366e-08 1.1246602234e-08 4.89319773418e-09 5.96580227449e-09 5.0263983526e-09
1.34112793298e-08 1.2715710964e-08 1.09740438102e-08 4.89319773418e-09 5.96580227449e-09 5.0263983526e-09
