-10000000000.0 0.000201045350087
-1000000000.0 0.00020181981493
-100000000.0 0.000220529769896
-10000000.0 0.000219997566227
-1000000.0 0.000192177807395
-100000.0 0.000190083281689
-10000.0 0.000780904385802
-1000.0 0.00518063713804
-100.0 0.0190618918524
-10.0 0.136131941403
1.0 0.110721683422
10.0 0.119553927845
100.0 0.0404950478804
1000.0 0.00568603380909
10000.0 0.000820963791157
100000.0 0.000225124852816
1000000.0 0.000186448585258
10000000.0 0.000217210002708
100000000.0 0.000208943435919
1000000000.0 0.000202739807875
10000000000.0 0.000200914064166
