4.44288293816 0.0
7.02481473104 3.14159265359
8.88576587632 4.44288293816
9.9345882658 6.28318530718
11.3271733991 7.02481473104
12.9531183434 8.88576587632
13.3286488145 9.42477796077
14.0496294621 9.9345882658
15.7079632679 11.3271733991
16.0190422444 12.5663706144
16.9179941965 12.9531183434
17.7715317526 13.3286488145
18.3184756363 14.0496294621
19.1095620787 15.7079632679
19.8691765316 16.0190422444
20.1160080643 16.9179941965
21.0744441931 17.7715317526
22.2144146908 18.3184756363
22.6543467983 18.8495559215
22.8711397455 19.1095620787
23.9256568408 19.8691765316
24.5366230045 20.1160080643
25.3283297134 21.0744441931
25.9062366868 21.9911485751
26.657297629 22.2144146908
26.8417793985 22.6543467983
27.0250018627 22.8711397455
28.0992589242 23.9256568408
28.4483314254 24.5366230045
28.9640531365 25.1327412287
29.6377258186 25.3283297134
29.8037647974 25.9062366868
30.9410993164 26.657297629
31.1001805671 26.8417793985
31.4159265359 27.0250018627
31.5726154208 28.0992589242
32.0380844888 28.2743338823
32.344676015 28.4483314254
32.7991902296 28.9640531365
33.3955879919 29.6377258186
33.8359883929 29.8037647974
33.9815201974 30.9410993164
34.7000250278 31.1001805671
35.1240736552 31.4159265359
35.5430635053 31.5726154208
35.819667393 32.0380844888
36.6369512726 32.344676015
36.771399252 32.7991902296
37.8297850662 33.3955879919
37.9600084636 33.8359883929
38.2191241574 33.9815201974
38.348025448 34.5575191895
38.8593550302 34.7000250278
39.3640431228 35.1240736552
39.7383530632 35.5430635053
39.9859464434 35.819667393
40.2320161287 36.6369512726
40.8407044967 36.771399252
40.9613567669 37.6991118431
41.3211999026 37.8297850662
41.9140738105 37.9600084636
42.1488883862 38.2191241574
42.2658064704 38.348025448
42.7302798283 38.8593550302
43.6443999777 39.3640431228
43.7573222879 39.7383530632
44.0943541399 39.9859464434
44.4288293816 40.2320161287
44.6504209277 40.8407044967
44.9807614678 40.9613567669
45.3086935966 41.3211999026
45.742279491 41.9140738105
46.3850596576 42.1488883862
46.7031323643 42.2658064704
47.1238898038 42.7302798283
47.2284934615 43.6443999777
47.5409235065 43.7573222879
47.8513136816 43.9822971503
47.9543306225 44.0943541399
48.0571267332 44.4288293816
48.7706331788 44.6504209277
48.8717123197 44.9807614678
49.0732460091 45.3086935966
49.1737031173 45.742279491
49.672941329 46.3850596576
50.3635615409 46.7031323643
50.6566594268 47.1238898038
